data,217, 7, 85
data,218, 5, 86
data,219, 7, 86
data,220, 5, 87
data,221, 7, 87
data,222, 5, 88
data,223, 7, 88
data,224, 5, 89
data,225, 7, 89
data,226, 5, 90
data,227, 7, 90
data,228, 5, 91
data,229, 7, 91
data,230, 5, 92
data,231, 7, 92
data,232, 5, 93
data,233, 7, 93
data,234, 4, 20
data,235, 6, 19
data,236, 4, 21
data,237, 6, 20
data,238, 4, 22
data,239, 6, 21
data,240, 4, 23
data,241, 6, 22
data,242, 4, 24
data,243, 6, 23
data,244, 4, 25
data,244, 6, 24
data,245, 6, 25
data,245, 5, 94
data,246, 7, 94
data,247, 5, 95
data,248, 7, 95
data,249, 5, 96
data,250, 7, 96
data,251, 5, 97
data,252, 7, 97
data,253, 5, 98
data,254, 7, 98
data,255, 5, 99
data,256, 7, 99
data,257, 5, 100
data,258, 7, 100
data,259, 5, 101
data,260, 7, 101
data,261, 5, 102
data,262, 7, 102
data,263, 5, 103
data,264, 7, 103
data,265, 5, 104
data,266, 7, 104
data,267, 5, 105
data,268, 7, 105
data,269, 5, 106
data,270, 7, 106
data,271, 5, 107
data,272, 7, 107
data,273, 5, 108
data,274, 7, 108
data,275, 5, 109
data,276, 7, 109
data,277, 5, 110
data,278, 7, 110
data,279, 5, 111
data,280, 7, 111
data,281, 5, 112
data,282, 7, 112
data,283, 5, 113
data,284, 7, 113
data,285, 5, 114
data,286, 7, 114
data,287, 5, 115
data,288, 7, 115
data,289, 5, 116
data,290, 7, 116
data,291, 5, 117
data,292, 7, 117
data,293, 5, 118
data,294, 7, 118
data,295, 4, 26
data,296, 6, 26
data,297, 4, 27
data,298, 6, 27
data,299, 4, 28
data,300, 6, 28
data,301, 4, 29
data,302, 6, 29
data,303, 4, 30
data,304, 6, 30
data,305, 4, 31
data,305, 6, 31
data,306, 6, 32
data,306, 5, 119
data,307, 7, 119
data,308, 5, 120
data,309, 7, 120
data,310, 5, 121
data,311, 7, 121
data,312, 5, 122
data,313, 7, 122
data,314, 5, 123
data,315, 7, 123
data,316, 5, 124
data,317, 7, 124
data,318, 5, 125
data,319, 7, 125
data,320, 5, 126
data,321, 7, 126
data,322, 5, 127
data,323, 7, 127
data,324, 5, 128
data,325, 7, 128
data,326, 5, 129
data,327, 7, 129
data,328, 5, 130
data,329, 7, 130
data,330, 5, 131
data,331, 7, 131
data,332, 5, 132
data,333, 7, 132
data,334, 5, 133
data,335, 7, 133
data,336, 5, 134
data,337, 7, 134
data,338, 5, 135
data,339, 7, 135
data,340, 5, 136
data,341, 7, 136
data,342, 5, 137
data,343, 7, 137
data,344, 5, 138
data,345, 7, 138
data,346, 5, 139
data,347, 7, 139
data,348, 5, 140
data,349, 7, 140
data,350, 5, 141
data,351, 7, 141
data,352, 5, 142
data,353, 7, 142
data,354, 5, 143
data,355, 7, 143
data,356, 4, 32
data,357, 6, 33
data,358, 4, 33
data,359, 6, 34
data,360, 4, 34
data,361, 6, 35
data,362, 4, 35
data,363, 6, 36
data,364, 4, 36
data,365, 6, 37
data,366, 4, 37
data,366, 6, 38
data,367, 6, 39
data,367, 5, 144
data,368, 7, 144
data,369, 5, 145
data,370, 7, 145
data,371, 5, 146
data,372, 7, 146
data,373, 5, 147
data,374, 7, 147
data,375, 5, 148
data,376, 7, 148
data,377, 5, 149
data,378, 7, 149
data,379, 5, 150
data,380, 7, 150
data,381, 5, 151
data,382, 7, 151
data,383, 5, 152
data,384, 7, 152
data,385, 5, 153
data,386, 7, 153
data,387, 5, 154
data,388, 7, 154
data,389, 5, 155
data,390, 7, 155
data,391, 5, 156
data,392, 7, 156
data,393, 5, 157
data,394, 7, 157
data,395, 5, 158
data,396, 7, 158
data,397, 5, 159
data,398, 7, 159
data,399, 5, 160
data,400, 7, 160
data,401, 5, 161
data,402, 7, 161
data,403, 5, 162
data,404, 7, 162
data,405, 5, 163
data,406, 7, 163
data,407, 5, 164
data,408, 7, 164
data,409, 5, 165
data,410, 7, 165
data,411, 5, 166
data,412, 7, 166
data,413, 5, 167
data,414, 7, 167
data,415, 5, 168
data,416, 7, 168
data,417, 4, 38
data,418, 6, 40
data,419, 4, 39
data,420, 6, 41
data,421, 4, 40
data,422, 6, 42
data,423, 4, 41
data,424, 6, 43
data,425, 4, 42
data,426, 6, 44
data,427, 4, 43
data,427, 6, 45
data,428, 6, 46
data,428, 5, 169
data,429, 7, 169
data,430, 5, 170
data,431, 7, 170
data,432, 5, 171
data,433, 7, 171
data,434, 5, 172
data,435, 7, 172
data,436, 5, 173
data,437, 7, 173
data,438, 5, 174
data,439, 7, 174
data,440, 5, 175
data,441, 7, 175
data,442, 5, 176
data,443, 7, 176
data,444, 5, 177
data,445, 7, 177
data,446, 5, 178
data,447, 7, 178
data,448, 5, 179
data,449, 7, 179
data,450, 5, 180
data,451, 7, 180
data,452, 5, 181
data,453, 7, 181
data,454, 5, 182
data,455, 7, 182
data,456, 5, 183
data,457, 7, 183
data,458, 5, 184
data,459, 7, 184
data,460, 5, 185
data,461, 7, 185
data,462, 5, 186
data,463, 7, 186
data,464, 5, 187
data,465, 7, 187
data,466, 5, 188
data,467, 7, 188
data,468, 5, 189
data,469, 7, 189
data,470, 5, 190
data,471, 7, 190
data,472, 5, 191
data,473, 7, 191
data,474, 5, 192
data,475, 7, 192
data,476, 5, 193
data,477, 7, 193
data,478, 4, 44
data,479, 6, 47
data,480, 4, 45
data,481, 6, 48
data,482, 4, 46
data,483, 6, 49
data,484, 4, 47
data,485, 6, 50
data,486, 4, 48
data,487, 6, 51
data,488, 4, 49
data,488, 6, 52
data,489, 6, 53
data,489, 5, 194
data,490, 7, 194
data,491, 5, 195
data,492, 7, 195
data,493, 5, 196
data,494, 7, 196
data,495, 5, 197
data,496, 7, 197
data,497, 5, 198
data,498, 7, 198
data,499, 5, 199
data,500, 7, 199
data,501, 5, 200
data,502, 7, 200
data,503, 5, 201
data,504, 7, 201
data,505, 5, 202
data,506, 7, 202
data,507, 5, 203
data,508, 7, 203
data,509, 5, 204
data,510, 7, 204
data,511, 5, 205
data,512, 7, 205
data,513, 5, 206
data,514, 7, 206
data,515, 5, 207
data,516, 7, 207
data,517, 5, 208
data,518, 7, 208
data,519, 3, 11
data,520, 3, 12
data,520, 4, 50
data,521, 6, 54
data,521, 3, 13
data,521, 4, 51
data,521, 3, 14
data,521, 5, 209
data,521, 7, 209
data,521, 3, 15
